Simplified,Pinyin,Level
参照,cānzhào,7
餐桌,cānzhuō,7
残,cán,7
残留,cánliú,7
残缺,cánquē,7
残忍,cánrěn,7
惭愧,cánkuì,7
惨白,cǎnbái,7
惨痛,cǎntòng,7
惨重,cǎnzhòng,7
灿烂,cànlàn,7
苍蝇,cāngying,7
沧桑,cāngsāng,7
舱,cāng,7
藏匿,cángnì,7
藏品,cángpǐn,7
藏身,cángshēn,7
操控,cāokòng,7
操劳,cāoláo,7
操心,cāoxīn,7
槽,cáo,7
草案,cǎo'àn,7
草坪,cǎopíng,7
侧面,cèmiàn,7
侧重,cèzhòng,7
测算,cèsuàn,7
测验,cèyàn,7
层出不穷,céngchū-bùqióng,7
蹭,cèng,7
差错,chācuò,7
差额,chā'é,7
插手,chāshǒu,7
插图,chātú,7
插嘴,chāzuǐ,7
茶道,chádào,7
茶馆儿,cháguǎnr,7
查处,cháchǔ,7
查明,chámíng,7
查找,cházhǎo,7
察觉,chájué,7
察看,chákàn,7
诧异,chàyì,7
掺,chān,7
搀,chān,7
馋,chán,7
禅杖,chánzhàng,7
缠,chán,7
产,chǎn,7
产地,chǎndì,7
产物,chǎnwù,7
产值,chǎnzhí,7
铲,chǎn,7
铲,chǎn,7
铲子,chǎnzi,7
阐述,chǎnshù,7
颤抖,chàndǒu,7
猖狂,chāngkuáng,7
长达,cháng dá,7
长期以来,chángqī yǐlái,7
长效,chángxiào,7
长征,chángzhēng,7
长足,chángzú,7
常理,chánglǐ,7
常人,chángrén,7
常态,chángtài,7
常温,chángwēn,7
偿还,chánghuán,7
嫦娥,Cháng'é,7
厂家,chǎngjiā,7
敞开,chǎngkāi,7
畅谈,chàngtán,7
畅销,chàngxiāo,7
倡议,chàngyì,7
抄袭,chāoxí,7
钞票,chāopiào,7
超标,chāobiāo,7
超车,chāochē,7
超前,chāoqián,7
超速,chāosù,7
朝代,cháodài,7
朝着,cháozhe,7
嘲弄,cháonòng,7
嘲笑,cháoxiào,7
吵嘴,chǎozuǐ,7
车道,chēdào,7
车祸,chēhuò,7
车间,chējiān,7
车轮,chēlún,7
车速,chēsù,7
车位,chēwèi,7
车厢,chēxiāng,7
车型,chēxíng,7
车轴,chēzhóu,7
扯,chě,7
彻夜,chèyè,7
撤,chè,7
撤换,chèhuàn,7
沉甸甸,chéndiàndiàn,7
沉淀,chéndiàn,7
沉浸,chénjìn,7
沉闷,chénmèn,7
沉迷,chénmí,7
沉思,chénsī,7
沉稳,chénwěn,7
沉着,chénzhuó,7
陈旧,chénjiù,7
陈列,chénliè,7
陈述,chénshù,7
衬托,chèntuō,7
趁,chèn,7
趁机,chènjī,7
趁早,chènzǎo,7
趁着,chènzhe,7
称呼,chēnghu,7
称作,chēngzuò,7
成才,chéngcái,7
成家,chéngjiā,7
成年,chéngnián,7
成年,chéngnián,7
成千上万,chéngqiān-shàngwàn,7
成群结队,chéngqún-jiéduì,7
成天,chéngtiān,7
成问题,chéngwèntí,7
成型,chéngxíng,7
呈现,chéngxiàn,7
诚恳,chéngkěn,7
诚心诚意,chéngxīn-chéngyì,7
诚意,chéngyì,7
诚挚,chéngzhì,7
承包,chéngbāo,7
承载,chéngzài,7
城墙,chéngqiáng,7
乘人之危,chéngrénzhīwēi,7
盛,chéng,7
惩处,chéngchǔ,7
惩罚,chéngfá,7
澄清,chéngqīng,7
橙汁,chéngzhī,7
逞能,chěngnéng,7
逞强,chěngqiáng,7
秤,chèng,7
吃不上,chī bushàng,7
吃喝玩乐,chī-hē-wán-lè,7
吃苦,chīkǔ,7
吃亏,chīkuī,7
痴呆,chīdāi,7
痴呆,chīdāi,7
痴迷,chīmí,7
痴心,chīxīn,7
池塘,chítáng,7
驰名,chímíng,7
迟迟,chíchí,7
迟疑,chíyí,7
迟早,chízǎo,7
持,chí,7
持久,chíjiǔ,7
持之以恒,chízhī-yǐhéng,7
尺度,chǐdù,7
耻辱,chǐrǔ,7
耻笑,chǐxiào,7
赤字,chìzì,7
翅膀,chìbǎng,7
冲刺,chōngcì,7
冲浪,chōnglàng,7
冲洗,chōngxǐ,7
冲撞,chōngzhuàng,7
充,chōng,7
充当,chōngdāng,7
充沛,chōngpèi,7
充实,chōngshí,7
重播,chóngbō,7
重叠,chóngdié,7
重返,chóngfǎn,7
重合,chónghé,7
重申,chóngshēn,7
重现,chóngxiàn,7
崇高,chónggāo,7
崇尚,chóngshàng,7
宠,chǒng,7
宠爱,chǒng'ài,7
抽签,chōuqiān,7
抽屉,chōuti,7
抽象,chōuxiàng,7
仇,chóu,7
仇恨,chóuhèn,7
仇人,chóurén,7
稠,chóu,7
稠密,chóumì,7
愁眉苦脸,chóuméi-kǔliǎn,7
筹,chóu,7
筹办,chóubàn,7
筹备,chóubèi,7
筹措,chóucuò,7
筹划,chóuhuà,7
筹集,chóují,7
筹码,chóumǎ,7
丑恶,chǒu'è,7
丑陋,chǒulòu,7
丑闻,chǒuwén,7
瞅,chǒu,7
出版社,chūbǎnshè,7
出厂,chūchǎng,7
出丑,chūchǒu,7
出道,chūdào,7
出发点,chūfādiǎn,7
出风头,chū fēngtou,7
出境,chūjìng,7
出局,chūjú,7
出具,chūjù,7
出口成章,chūkǒu-chéngzhāng,7
出卖,chūmài,7
出毛病,chū máobìng,7
出难题,chū nántí,7
出人意料,chūrényìliào,7
出任,chūrèn,7
出山,chūshān,7
出身,chūshēn,7
出示,chūshì,7
出手,chūshǒu,7
出头,chūtóu,7
出土,chūtǔ,7
出息,chūxi,7
出血,chūxiě,7
出演,chūyǎn,7
出洋相,chū yángxiàng,7
出游,chūyóu,7
出众,chūzhòng,7
出主意,chū zhǔyi,7
出资,chūzī,7
出自,chūzì,7
出走,chūzǒu,7
初次,chūcì,7
初衷,chūzhōng,7
除此之外,chúcǐzhīwài,7
除去,chúqù,7
除外,chúwài,7
处方,chǔfāng,7
处境,chǔjìng,7
处置,chǔzhì,7
储备,chǔbèi,7
储蓄,chǔxù,7
触动,chùdòng,7
触犯,chùfàn,7
触觉,chùjué,7
触摸,chùmō,7
触目惊心,chùmù-jīngxīn,7
揣,chuāi,7
揣测,chuǎicè,7
揣摩,chuǎimó,7
踹,chuài,7
川流不息,chuānliú-bùxī,7
穿过,chuānguò,7
穿小鞋,chuān xiǎoxié,7
穿越,chuānyuè,7
穿着,chuānzhuó,7
传承,chuánchéng,7
传奇,chuánqí,7
传染,chuánrǎn,7
传染病,chuánrǎnbìng,7
传人,chuánrén,7
传授,chuánshòu,7
传闻,chuánwén,7
船舶,chuánbó,7
船桨,chuánjiǎng,7
喘,chuǎn,7
喘息,chuǎnxī,7
串门,chuànmén,7
创伤,chuāngshāng,7
床位,chuángwèi,7
创,chuàng,7
创始人,chuàngshǐrén,7
吹了,chuī le,7
吹牛,chuīniú,7
吹捧,chuīpěng,7
垂,chuí,7
垂头丧气,chuítóu-sàngqì,7
捶,chuí,7
锤子,chuízi,7
纯粹,chúncuì,7
纯洁,chúnjié,7
纯朴,chúnpǔ,7
醇厚,chúnhòu,7
蠢,chǔn,7
戳,chuō,7
绰号,chuòhào,7
瓷,cí,7
瓷器,cíqì,7
辞,cí,7
辞呈,cíchéng,7
辞去,cíqù,7
辞退,cítuì,7
慈善,císhàn,7
慈祥,cíxiáng,7
磁带,cídài,7
磁卡,cíkǎ,7
磁盘,cípán,7
此起彼伏,cǐqǐ-bǐfú,7
次日,cìrì,7
伺候,cìhou,7
刺耳,cì'ěr,7
刺骨,cìgǔ,7
刺绣,cìxiù,7
赐,cì,7
赐教,cìjiào,7
匆匆,cōngcōng,7
匆忙,cōngmáng,7
葱,cōng,7
从今以后,cóng jīn yǐhòu,7
从来不,cónglái bù,7
从容,cóngróng,7
从容不迫,cóngróng-bùpò,7
从头,cóngtóu,7
从未,cóngwèi,7
从业,cóngyè,7
从早到晚,cóngzǎo-dàowǎn,7
丛林,cónglín,7
凑,còu,7
凑合,còuhe,7
凑巧,còuqiǎo,7
粗暴,cūbào,7
粗糙,cūcāo,7
粗鲁,cūlǔ,7
粗略,cūlüè,7
粗心大意,cūxīn-dàyì,7
促成,cùchéng,7
簇拥,cùyōng,7
窜,cuàn,7
催,cuī,7
催促,cuīcù,7
催眠,cuīmián,7
摧毁,cuīhuǐ,7
脆弱,cuìruò,7
翠绿,cuìlǜ,7
存放,cúnfàng,7
存心,cúnxīn,7
存折,cúnzhé,7
搓,cuō,7
磋商,cuōshāng,7
挫折,cuòzhé,7
措手不及,cuòshǒu-bùjí,7
错别字,cuòbiézì,7
错觉,cuòjué,7
错位,cuòwèi,7
错综复杂,cuòzōng-fùzá,7
搭乘,dāchéng,7
搭建,dājiàn,7
达标,dábiāo,7
答辩,dábiàn,7
打岔,dǎchà,7
打倒,dǎdǎo,7
打盹儿,dǎdǔnr,7
打交道,dǎ jiāodao,7
打搅,dǎjiǎo,7
打捞,dǎlāo,7
打量,dǎliang,7
打猎,dǎliè,7
打磨,dǎmó,7
打通,dǎtōng,7
打仗,dǎzhàng,7
打招呼,dǎ zhāohu,7
大包大揽,dàbāo-dàlǎn,7
大笔,dàbǐ,7
大臣,dàchén,7
大吃一惊,dàchī-yījīng,7
大大咧咧,dàdaliēliē,7
大地,dàdì,7
大队,dàduì,7
大幅度,dà fúdù,7
大公无私,dàgōng-wúsī,7
大家庭,dàjiātíng,7
大街小巷,dàjiē-xiǎoxiàng,7
大惊小怪,dàjīng-xiǎoguài,7
大局,dàjú,7
大款,dàkuǎn,7
大面积,dà miànjī,7
大名鼎鼎,dàmíng-dǐngdǐng,7
大模大样,dàmú-dàyàng,7
大棚,dàpéng,7
大片,dàpiàn,7
大气,dàqì,7
大厦,dàshà,7
大数据,dàshùjù,7
大肆,dàsì,7
大体,dàtǐ,7
大体上,dàtǐ shang,7
大同小异,dàtóng-xiǎoyì,7
大腕儿,dàwànr,7
大选,dàxuǎn,7
大雁,dàyàn,7
大意,dàyì,7
大意,dàyi,7
大有可为,dàyǒu-kěwéi,7
大宗,dàzōng,7
歹徒,dǎitú,7
逮,dǎi,7
代号,dàihào,7
代理人,dàilǐrén,7
代言人,dàiyánrén,7
带队,dàiduì,7
带路,dàilù,7
带头,dàitóu,7
带头人,dàitóurén,7
待,dài,7
怠工,dàigōng,7
怠慢,dàimàn,7
逮捕,dàibǔ,7
担,dān,7
担当,dāndāng,7
担负,dānfù,7
单边,dānbiān,7
单薄,dānbó,7
单方面,dānfāngmiàn,7
单身,dānshēn,7
耽搁,dānge,7
耽误,dānwu,7
胆怯,dǎnqiè,7
胆子,dǎnzi,7
但愿,dànyuàn,7
担,dàn,7
担子,dànzi,7
诞辰,dànchén,7
淡化,dànhuà,7
淡季,dànjì,7
蛋白质,dànbáizhì,7
当即,dāngjí,7
当今,dāngjīn,7
当面,dāngmiàn,7
当日,dāngrì,7
当事人,dāngshìrén,7
当务之急,dāngwùzhījí,7
当下,dāngxià,7
当心,dāngxīn,7
当着,dāngzhe,7
当之无愧,dāngzhīwúkuì,7
当众,dāngzhòng,7
当晚,dàngwǎn,7
当真,dàngzhēn,7
荡漾,dàngyàng,7
荡漾,dàngyàng,7
档次,dàngcì,7
导弹,dǎodàn,7
导航,dǎoháng,7
导火索,dǎohuǒsuǒ,7
导师,dǎoshī,7
导向,dǎoxiàng,7
岛屿,dǎoyǔ,7
捣乱,dǎoluàn,7
倒卖,dǎomài,7
倒霉,dǎoméi,7
倒塌,dǎotā,7
倒下,dǎoxia,7
到头来,dàotóulái,7
到位,dàowèi,7
倒计时,dàojìshí,7
倒数,dàoshǔ,7
盗,dào,7
盗窃,dàoqiè,7
悼念,dàoniàn,7
道具,dàojù,7
稻草,dàocǎo,7
得不偿失,débùchángshī,7
得当,dédàng,7
得力,délì,7
得失,déshī,7
得手,déshǒu,7
得体,détǐ,7
得天独厚,détiāndúhòu,7
得益于,déyì yú,7
得意扬扬,déyì-yángyáng,7
得知,dézhī,7
得罪,dézuì,7
德,dé,7
灯笼,dēnglong,7
灯泡,dēngpào,7
登机,dēngjī,7
登陆,dēnglù,7
蹬,dēng,7
凳子,dèngzi,7
瞪,dèng,7
低调,dīdiào,7
低估,dīgū,7
低谷,dīgǔ,7
低价,dījià,7
低迷,dīmí,7
低碳,dītàn,7
低下,dīxià,7
堤,dī,7
堤坝,dībà,7
提防,dīfang,7
笛子,dízi,7
抵触,dǐchù,7
抵挡,dǐdǎng,7
抵消,dǐxiāo,7
抵押,dǐyā,7
抵御,dǐyù,7
抵制,dǐzhì,7
底层,dǐcéng,7
底线,dǐxiàn,7
底蕴,dǐyùn,7
底子,dǐzi,7
地步,dìbù,7
地道,dìdào,7
地道,dìdao,7
地段,dìduàn,7
地理,dìlǐ,7
地毯,dìtǎn,7
地下水,dìxiàshuǐ,7
地狱,dìyù,7
地域,dìyù,7
地质,dìzhì,7
弟子,dìzǐ,7
帝国,dìguó,7
帝国主义,dìguó zhǔyì,7
递交,dìjiāo,7
第一手,dìyīshǒu,7
第一线,dìyīxiàn,7
颠倒,diāndǎo,7
颠覆,diānfù,7
巅峰,diānfēng,7
典范,diǎnfàn,7
点火,diǎnhuǒ,7
点击率,diǎnjīlǜ,7
点评,diǎnpíng,7
点心,diǎnxin,7
点缀,diǎnzhuì,7
点子,diǎnzi,7
电报,diànbào,7
电铃,diànlíng,7
电网,diànwǎng,7
电线,diànxiàn,7
电信,diànxìn,7
电讯,diànxùn,7
垫,diàn,7
垫底,diàndǐ,7
垫子,diànzi,7
淀粉,diànfěn,7
惦记,diànjì,7
奠定,diàndìng,7
殿堂,diàntáng,7
刁难,diāonàn,7
叼,diāo,7
雕,diāo,7
雕刻,diāokè,7
雕塑,diāosù,7
吊销,diàoxiāo,7
钓鱼,diàoyú,7
调度,diàodù,7
掉队,diàoduì,7
掉头,diàotóu,7
爹,diē,7
迭起,diéqǐ,7
叠,dié,7
丁,dīng,7
叮嘱,dīngzhǔ,7
盯,dīng,7
钉子,dīngzi,7
顶多,dǐngduō,7
顶级,dǐngjí,7
顶尖,dǐngjiān,7
订单,dìngdān,7
订购,dìnggòu,7
订婚,dìnghūn,7
订立,dìnglì,7
钉,dìng,7
定金,dìngjīn,7
定居,dìngjū,7
定论,dìnglùn,7
定为,dìngwéi,7
定向,dìngxiàng,7
定心丸,dìngxīnwán,7
定义,dìngyì,7
定做,dìngzuò,7
丢掉,diūdiào,7
丢脸,diūliǎn,7
丢弃,diūqì,7
丢人,diūrén,7
丢失,diūshī,7
东奔西走,dōngbēn-xīzǒu,7
东道主,dōngdàozhǔ,7
东张西望,dōngzhāng-xīwàng,7
董事,dǒngshì,7
董事会,dǒngshìhuì,7
董事长,dǒngshìzhǎng,7
懂事,dǒngshì,7
动不动,dòngbudòng,7
动荡,dòngdàng,7
动感,dònggǎn,7
动工,dònggōng,7
动静,dòngjing,7
动脉,dòngmài,7
动身,dòngshēn,7
动弹,dòngtan,7
动听,dòngtīng,7
动向,dòngxiàng,7
动用,dòngyòng,7
冻结,dòngjié,7
栋,dòng,7
栋梁,dòngliáng,7
兜,dōu,7
兜儿,dōur,7
兜售,dōushòu,7
抖,dǒu,7
陡,dǒu,7
斗,dòu,7
斗志,dòuzhì,7
豆浆,dòujiāng,7
豆子,dòuzi,7
逗,dòu,7
都会,dūhuì,7
督促,dūcù,7
独,dú,7
独唱,dúchàng,7
独家,dújiā,7
独立自主,dúlì-zìzhǔ,7
独身,dúshēn,7
独一无二,dúyī-wú'èr,7
堵塞,dǔsè,7
杜绝,dùjué,7
妒忌,dùjì,7
度,dù,7
知名度,zhīmíngdù,7
度假,dùjià,7
渡过,dùguò,7
端正,duānzhèng,7
短缺,duǎnquē,7
短暂,duǎnzàn,7
段落,duànluò,7
断定,duàndìng,7
断断续续,duànduànxùxù,7
断裂,duànliè,7
堆砌,duīqì,7
队形,duìxíng,7
对白,duìbái,7
对策,duìcè,7
对称,duìchèn,7
对得起,duìdeqǐ,7
对联,duìlián,7
对弈,duìyì,7
对照,duìzhào,7
对峙,duìzhì,7
对准,duìzhǔn,7
兑换,duìhuàn,7
兑现,duìxiàn,7
敦促,dūncù,7
敦厚,dūnhòu,7
炖,dùn,7
顿时,dùnshí,7
多边,duōbiān,7
多功能,duōgōngnéng,7
多亏,duōkuī,7
多劳多得,duōláo-duōdé,7
多年来,duō nián lái,7
多心,duōxīn,7
多余,duōyú,7
多元,duōyuán,7
哆嗦,duōsuo,7
夺冠,duóguàn,7
夺魁,duókuí,7
躲避,duǒbì,7
躲藏,duǒcáng,7
舵手,duòshǒu,7
堕落,duòluò,7
讹诈,ézhà,7
俄语,Éyǔ,7
鹅,é,7
额外,éwài,7
厄运,èyùn,7
恶,è,7
恶化,èhuà,7
恶劣,èliè,7
恶性,èxìng,7
恶意,èyì,7
遏制,èzhì,7
鳄鱼,èyú,7
恩赐,ēncì,7
恩惠,ēnhuì,7
恩情,ēnqíng,7
恩怨,ēnyuàn,7
而已,éryǐ,7
耳光,ěrguāng,7
耳目一新,ěrmù-yīxīn,7
耳熟能详,ěrshú-néngxiáng,7
耳闻目睹,ěrwén-mùdǔ,7
二手车,èrshǒuchē,7
二氧化碳,èryǎnghuàtàn,7
发布会,fābùhuì,7
发布会,fābùhuì,7
发财,fācái,7
发愁,fāchóu,7
发电机,fādiànjī,7
发抖,fādǒu,7
发愤图强,fāfèn-túqiáng,7
发光,fāguāng,7
发火,fāhuǒ,7
发酵,fājiào,7
发掘,fājué,7
发愣,fālèng,7
发脾气,fā píqi,7
发起人,fāqǐrén,7
发热,fārè,7
发誓,fāshì,7
发泄,fāxiè,7
发扬,fāyáng,7
发扬光大,fāyáng-guāngdà,7
发育,fāyù,7
发源地,fāyuándì,7
发作,fāzuò,7
阀门,fámén,7
发型,fàxíng,7
帆,fān,7
帆,fān,7
帆船,fānchuán,7
翻番,fānfān,7
翻来覆去,fānlái-fùqù,7
翻天覆地,fāntiān-fùdì,7
凡,fán,7
烦闷,fánmèn,7
烦恼,fánnǎo,7
烦躁,fánzào,7
繁华,fánhuá,7
繁忙,fánmáng,7
繁体字,fántǐzì,7
繁重,fánzhòng,7
反驳,fǎnbó,7
反差,fǎnchā,7
反常,fǎncháng,7
反倒,fǎndào,7
反感,fǎngǎn,7
反过来,fǎn guòlái,7
反击,fǎnjī,7
反馈,fǎnkuì,7
反面,fǎnmiàn,7
反思,fǎnsī,7
反弹,fǎntán,7
反省,fǎnxǐng,7
返还,fǎnhuán,7
犯愁,fànchóu,7
饭碗,fànwǎn,7
泛滥,fànlàn,7
范畴,fànchóu,7
贩卖,fànmài,7
方方面面,fāngfāngmiànmiàn,7
方向盘,fāngxiàngpán,7
方言,fāngyán,7
防盗,fángdào,7
防盗门,fángdàomén,7
防护,fánghù,7
防火墙,fánghuǒqiáng,7
防卫,fángwèi,7
防汛,fángxùn,7
防疫,fángyì,7
防御,fángyù,7
妨碍,fáng'ài,7
妨害,fánghài,7
房地产,fángdìchǎn,7
仿,fǎng,7
仿,fǎng,7
仿制,fǎngzhì,7
访谈,fǎngtán,7
纺织,fǎngzhī,7
放过,fàngguò,7
放水,fàngshuǐ,7
放肆,fàngsì,7
放映,fàngyìng,7
放置,fàngzhì,7
放纵,fàngzòng,7
飞速,fēisù,7
飞往,fēiwǎng,7
飞翔,fēixiáng,7
飞跃,fēiyuè,7
非,fēi,7
非金属,fēijīnshǔ,7
非得,fēiděi,7
非法,fēifǎ,7
非凡,fēifán,7
绯闻,fēiwén,7
肥料,féiliào,7
肥胖,féipàng,7
肥沃,féiwò,7
肥皂,féizào,7
诽谤,fěibàng,7
废,fèi,7
废除,fèichú,7
废话,fèihuà,7
废品,fèipǐn,7
废寝忘食,fèiqǐn-wàngshí,7
废物,fèiwù,7
废墟,fèixū,7
沸沸扬扬,fèifèiyángyáng,7
沸腾,fèiténg,7
费劲,fèijìn,7
分辨,fēnbiàn,7
分寸,fēncun,7
分担,fēndān,7
分割,fēngē,7
分红,fēnhóng,7
分化,fēnhuà,7
分泌,fēnmì,7
分明,fēnmíng,7
分歧,fēnqí,7
分赃,fēnzāng,7
分支,fēnzhī,7
芬芳,fēnfāng,7
吩咐,fēnfù,7
氛围,fēnwéi,7
坟,fén,7
坟墓,fénmù,7
焚烧,fénshāo,7
粉,fěn,7
粉丝,fěnsī,7
粉碎,fěnsuì,7
分量,fènliàng,7
分外,fènwài,7
份额,fèn'é,7
奋力,fènlì,7
奋勇,fènyǒng,7
粪,fèn,7
粪便,fènbiàn,7
丰富多彩,fēngfù-duōcǎi,7
丰厚,fēnghòu,7
丰满,fēngmǎn,7
丰盛,fēngshèng,7
丰硕,fēngshuò,7
风波,fēngbō,7
风采,fēngcǎi,7
风餐露宿,fēngcān-lùsù,7
风范,fēngfàn,7
风风雨雨,fēngfēngyǔyǔ,7
风和日丽,fēnghé-rìlì,7
风浪,fēnglàng,7
风力,fēnglì,7
风流,fēngliú,7
风貌,fēngmào,7
风气,fēngqì,7
风情,fēngqíng,7
风趣,fēngqù,7
风沙,fēngshā,7
风尚,fēngshàng,7
风水,fēngshuǐ,7
风味,fēngwèi,7
风雨,fēngyǔ,7
风云,fēngyún,7
风筝,fēngzheng,7
封顶,fēngdǐng,7
封建,fēngjiàn,7
封面,fēngmiàn,7
封锁,fēngsuǒ,7
疯子,fēngzi,7
峰回路转,fēnghuí-lùzhuǎn,7
蜂蜜,fēngmì,7
逢,féng,7
缝,féng,7
缝合,fénghé,7
讽刺,fěngcì,7
凤凰,fènghuáng,7
缝,fèng,7
否决,fǒujué,7
孵化,fūhuà,7
敷,fū,7
扶持,fúchí,7
服饰,fúshì,7
服务器,fúwùqì,7
服用,fúyòng,7
俘获,fúhuò,7
俘虏,fúlǔ,7
浮力,fúlì,7
浮现,fúxiàn,7
浮躁,fúzào,7
辐射,fúshè,7
福气,fúqi,7
抚摸,fǔmō,7
抚恤,fǔxù,7
抚养,fǔyǎng,7
抚养费,fǔyǎngfèi,7
斧子,fǔzi,7
俯首,fǔshǒu,7
辅导,fǔdǎo,7
腐败,fǔbài,7
腐化,fǔhuà,7
腐烂,fǔlàn,7
腐蚀,fǔshí,7
腐朽,fǔxiǔ,7
付费,fùfèi,7
付款,fùkuǎn,7
负面,fùmiàn,7
负有,fùyǒu,7
附,fù,7
附带,fùdài,7
附和,fùhè,7
附加,fùjiā,7
附属,fùshǔ,7
赴,fù,7
复查,fùchá,7
复发,fùfā,7
复合,fùhé,7
复合,fùhé,7
复活,fùhuó,7
复兴,fùxīng,7
复原,fùyuán,7
副作用,fùzuòyòng,7
赋予,fùyǔ,7
富含,fùhán,7
富豪,fùháo,7
富强,fùqiáng,7
富翁,fùwēng,7
富裕,fùyù,7
富足,fùzú,7
腹部,fùbù,7
腹泻,fùxiè,7
覆盖,fùgài,7
该,gāi,7
改版,gǎibǎn,7
改编,gǎibiān,7
改动,gǎidòng,7
改革开放,gǎigé kāifàng,7
改良,gǎiliáng,7
改名,gǎimíng,7
改日,gǎirì,7
改为,gǎiwéi,7
改邪归正,gǎixié-guīzhèng,7
钙,gài,7
盖子,gàizi,7
概况,gàikuàng,7
概率,gàilǜ,7
概论,gàilùn,7
干戈,gāngē,7
干旱,gānhàn,7
干燥,gānzào,7
甘心,gānxīn,7
肝脏,gānzàng,7
尴尬,gāngà,7
赶赴,gǎnfù,7
赶往,gǎnwǎng,7
敢情,gǎnqing,7
感,gǎn,7
责任感,zérèngǎn,7
感触,gǎnchù,7
感恩,gǎn'ēn,7
感激,gǎnjī,7
感慨,gǎnkǎi,7
感染,gǎnrǎn,7
感染力,gǎnrǎnlì,7
感叹,gǎntàn,7
感性,gǎnxìng,7
干部,gànbù,7
干事,gànshi,7
刚毅,gāngyì,7
纲领,gānglǐng,7
纲要,gāngyào,7
钢,gāng,7
缸,gāng,7
港,gǎng,7
杠铃,gànglíng,7
高昂,gāo'áng,7
高傲,gāo'ào,7
高超,gāochāo,7
高低,gāodī,7
高调,gāodiào,7
高额,gāo'é,7
高尔夫球,gāo'ěrfūqiú,7
高峰期,gāofēngqī,7
高贵,gāoguì,7
高空,gāokōng,7
高龄,gāolíng,7
高明,gāomíng,7
高山,gāoshān,7
高效,gāoxiào,7
高新技术,gāoxīn-jìshù,7
高血压,gāoxuèyā,7
高压,gāoyā,7
高雅,gāoyǎ,7
高涨,gāozhǎng,7
搞鬼,gǎoguǐ,7
搞笑,gǎoxiào,7
告,gào,7
告辞,gàocí,7
告诫,gàojiè,7
告示,gàoshi,7
告知,gàozhī,7
告状,gàozhuàng,7
戈壁,gēbì,7
胳膊,gēbo,7
鸽子,gēzi,7
搁,gē,7
搁浅,gēqiǎn,7
搁置,gēzhì,7
割,gē,7
歌剧,gējù,7
歌颂,gēsòng,7
歌舞,gēwǔ,7
歌咏,gēyǒng,7
革命,gémìng,7
格,gé,7
格格不入,gégé-bùrù,7
格局,géjú,7
格式,géshi,7
隔阂,géhé,7
隔离,gélí,7
个案,gè'àn,7
个头儿,gètóur,7
各奔前程,gèbènqiánchéng,7
各式各样,gèshì-gèyàng,7
根基,gēnjī,7
根深蒂固,gēnshēn-dìgù,7
根源,gēnyuán,7
根治,gēnzhì,7
跟不上,gēn bu shàng,7
跟上,gēnshang,7
跟踪,gēnzōng,7
更改,gēnggǎi,7
更衣室,gēngyīshì,7
耕地,gēngdì,7
耿直,gěngzhí,7
工地,gōngdì,7
工会,gōnghuì,7
工科,gōngkē,7
工商界,gōngshāngjiè,7
工序,gōngxù,7
工整,gōngzhěng,7
工作量,gōngzuòliàng,7
弓,gōng,7
公安局,gōng'ānjú,7
公车,gōngchē,7
公道,gōngdao,7
公费,gōngfèi,7
公共场所,gōnggòng chǎngsuǒ,7
公关,gōngguān,7
公函,gōnghán,7
公积金,gōngjījīn,7
公开信,gōngkāixìn,7
公款,gōngkuǎn,7
公立,gōnglì,7
公墓,gōngmù,7
公仆,gōngpú,7
公顷,gōngqǐng,7
公然,gōngrán,7
公示,gōngshì,7
公事,gōngshì,7
公务,gōngwù,7
公益,gōngyì,7
公益性,gōngyìxìng,7
公用,gōngyòng,7
公寓,gōngyù,7
公约,gōngyuē,7
公证,gōngzhèng,7
公职,gōngzhí,7
功,gōng,7
功臣,gōngchén,7
功底,gōngdǐ,7
功劳,gōngláo,7
功力,gōnglì,7
功率,gōnglǜ,7
功效,gōngxiào,7
攻,gōng,7
攻读,gōngdú,7
攻关,gōngguān,7
供,gōng,7
供不应求,gōngbùyìngqiú,7
供暖,gōngnuǎn,7
供求,gōngqiú,7
宫殿,gōngdiàn,7
宫廷,gōngtíng,7
恭维,gōngwéi,7
恭喜,gōngxǐ,7
拱,gǒng,7
共鸣,gòngmíng,7
共识,gòngshí,7
共同体,gòngtóngtǐ,7
共性,gòngxìng,7
供奉,gòngfèng,7
勾,gōu,7
勾画,gōuhuà,7
勾结,gōujié,7
钩,gōu,7
钩子,gōuzi,7
构思,gòusī,7
构想,gòuxiǎng,7
购,gòu,7
够呛,gòuqiàng,7
估算,gūsuàn,7
沽名钓誉,gūmíng-diàoyù,7
孤单,gūdān,7
孤立,gūlì,7
孤零零,gūlínglíng,7
孤陋寡闻,gūlòu-guǎwén,7
辜负,gūfù,7
古董,gǔdǒng,7
古怪,gǔguài,7
古迹,gǔjì,7
古今中外,gǔjīn-zhōngwài,7
古朴,gǔpǔ,7
古人,gǔrén,7
股份,gǔfèn,7
股民,gǔmín,7
股市,gǔshì,7
骨干,gǔgàn,7
骨气,gǔqì,7
骨折,gǔzhé,7
鼓动,gǔdòng,7
鼓舞,gǔwǔ,7
固然,gùrán,7
固执,gùzhi,7
故,gù,7
顾不得,gùbu dé,7
顾不上,gùbushàng,7
顾及,gùjí,7
顾虑,gùlǜ,7
顾全大局,gùquán-dàjú,7
雇,gù,7
雇佣,gùyōng,7
雇员,gùyuán,7
雇主,gùzhǔ,7
瓜分,guāfēn,7
瓜子,guāzǐ,7
