Simplified,Pinyin,Level
资格,zī gé,5
资金,zī jīn,5
资料,zī liào,5
资源,zī yuán,5
紫,zǐ,5
字母,zì mǔ,5
字幕,zì mù,5
自从,zì cóng,5
自动,zì dòng,5
自豪,zì háo,5
自觉,zì jué,5
自私,zì sī,5
自由,zì yóu,5
自愿,zì yuàn,5
综合,zōng hé,5
总裁,zǒng cái,5
总共,zǒng gòng,5
总理,zǒng lǐ,5
总算,zǒng suàn,5
总统,zǒng tǒng,5
总之,zǒng zhī,5
组,zǔ,5
组成,zǔ chéng,5
组合,zǔ hé,5
组织,zǔ zhī,5
阻止,zǔ zhǐ,5
最初,zuì chū,5
醉,zuì,5
尊敬,zūn jìng,5
遵守,zūn shǒu,5
作品,zuò pǐn,5
作为,zuò wéi,5
作文,zuò wén,5
挨,ái,6
癌症,ái zhèng,6
暧昧,ài mèi,6
爱不释手,ài bù shì shǒu,6
爱戴,ài dài,6
安宁,ān níng,6
安详,ān xiáng,6
安置,ān zhì,6
按摩,àn mó,6
暗示,àn shì,6
案件,àn jiàn,6
案例,àn lì,6
昂贵,áng guì,6
凹凸,āo tū,6
熬,áo,6
奥秘,ào mì,6
巴不得,bā bù dé,6
巴结,bā jie,6
扒,bā,6
疤,bā,6
拔苗助长,bá miáo zhù zhǎng,6
把关,bǎ guān,6
把手,bǎ shǒu,6
罢工,bà gōng,6
霸道,bà dào,6
掰,bāi,6
摆脱,bǎi tuō,6
拜访,bài fǎng,6
拜年,bài nián,6
拜托,bài tuō,6
败坏,bài huài,6
斑,bān,6
颁布,bān bù,6
颁发,bān fā,6
版本,bǎn běn,6
伴侣,bàn lǚ,6
伴随,bàn suí,6
半途而废,bàn tú ér fèi,6
扮演,bàn yǎn,6
榜样,bǎng yàng,6
绑架,bǎng jià,6
磅,bàng,6
包庇,bāo bì,6
包袱,bāo fu,6
包围,bāo wéi,6
包装,bāo zhuāng,6
保管,bǎo guǎn,6
保密,bǎo mì,6
保姆,bǎo mǔ,6
保守,bǎo shǒu,6
保卫,bǎo wèi,6
保养,bǎo yǎng,6
保障,bǎo zhàng,6
保重,bǎo zhòng,6
饱和,bǎo hé,6
饱经沧桑,bǎo jīng cāng sāng,6
报酬,bào chou,6
报仇,bào chóu,6
报答,bào dá,6
报复,bào fù,6
报警,bào jǐng,6
报销,bào xiāo,6
抱负,bào fù,6
暴力,bào lì,6
暴露,bào lù,6
曝光,bào guāng,6
爆发,bào fā,6
爆炸,bào zhà,6
卑鄙,bēi bǐ,6
悲哀,bēi āi,6
悲惨,bēi cǎn,6
北极,běi jí,6
备份,bèi fèn,6
备忘录,bèi wàng lù,6
背叛,bèi pàn,6
背诵,bèi sòng,6
被动,bèi dòng,6
被告,bèi gào,6
贝壳,bèi ké,6
奔波,bēn bō,6
奔驰,bēn chí,6
本能,běn néng,6
本钱,běn qián,6
本人,běn rén,6
本身,běn shēn,6
本事,běn shi,6
笨拙,bèn zhuō,6
崩溃,bēng kuì,6
甭,béng,6
蹦,bèng,6
迸发,bèng fā,6
逼迫,bī pò,6
鼻涕,bí tì,6
比方,bǐ fang,6
比喻,bǐ yù,6
比重,bǐ zhòng,6
鄙视,bǐ shì,6
弊病,bì bìng,6
弊端,bì duān,6
臂,bì,6
闭塞,bì sè,6
编织,biān zhī,6
边疆,biān jiāng,6
边界,biān jiè,6
边境,biān jìng,6
边缘,biān yuán,6
鞭策,biān cè,6
扁,biǎn,6
贬低,biǎn dī,6
贬义,biǎn yì,6
便利,biàn lì,6
便条,biàn tiáo,6
便于,biàn yú,6
变故,biàn gù,6
变迁,biàn qiān,6
变质,biàn zhì,6
辨认,biàn rèn,6
辩护,biàn hù,6
辩解,biàn jiě,6
辩证,biàn zhèng,6
辫子,biàn zi,6
遍布,biàn bù,6
标本,biāo běn,6
标记,biāo jì,6
标题,biāo tí,6
表决,biǎo jué,6
表态,biǎo tài,6
表彰,biǎo zhāng,6
憋,biē,6
别墅,bié shù,6
别致,bié zhì,6
别扭,biè niu,6
濒临,bīn lín,6
冰雹,bīng báo,6
丙,bǐng,6
并非,bìng fēi,6
并列,bìng liè,6
剥削,bō xuē,6
拨,bō,6
播种,bō zhòng,6
波浪,bō làng,6
波涛,bō tāo,6
伯母,bó mǔ,6
博大精深,bó dà jīng shēn,6
博览会,bó lǎn huì,6
搏斗,bó dòu,6
薄弱,bó ruò,6
不顾,bú gù,6
不愧,bú kuì,6
不料,bú liào,6
不像话,bú xiàng huà,6
不屑一顾,bú xiè yī gù,6
哺乳,bǔ rǔ,6
捕捉,bǔ zhuō,6
补偿,bǔ cháng,6
补救,bǔ jiù,6
补贴,bǔ tiē,6
不得已,bù dé yǐ,6
不妨,bù fáng,6
不敢当,bù gǎn dāng,6
不禁,bù jīn,6
不堪,bù kān,6
不可思议,bù kě sī yì,6
不免,bù miǎn,6
不时,bù shí,6
不惜,bù xī,6
不相上下,bù xiāng shàng xià,6
不言而喻,bù yán ér yù,6
不由得,bù yóu de,6
不择手段,bù zé shǒu duàn,6
不止,bù zhǐ,6
布告,bù gào,6
布局,bù jú,6
布置,bù zhì,6
步伐,bù fá,6
部署,bù shǔ,6
部位,bù wèi,6
才干,cái gàn,6
裁缝,cái feng,6
裁判,cái pàn,6
裁员,cái yuán,6
财富,cái fù,6
财务,cái wù,6
财政,cái zhèng,6
彩票,cǎi piào,6
采购,cǎi gòu,6
采集,cǎi jí,6
采纳,cǎi nà,6
参谋,cān móu,6
参照,cān zhào,6
残疾,cán jí,6
残酷,cán kù,6
残留,cán liú,6
残忍,cán rěn,6
灿烂,càn làn,6
仓促,cāng cù,6
仓库,cāng kù,6
舱,cāng,6
苍白,cāng bái,6
操劳,cāo láo,6
操练,cāo liàn,6
操纵,cāo zòng,6
操作,cāo zuò,6
嘈杂,cáo zá,6
草案,cǎo àn,6
草率,cǎo shuài,6
侧面,cè miàn,6
测量,cè liáng,6
策划,cè huà,6
策略,cè lüè,6
层出不穷,céng chū bù qióng,6
层次,céng cì,6
差别,chā bié,6
插座,chā zuò,6
查获,chá huò,6
刹那,chà nà,6
岔,chà,6
诧异,chà yì,6
柴油,chái yóu,6
搀,chān,6
缠绕,chán rào,6
馋,chán,6
产业,chǎn yè,6
阐述,chǎn shù,6
颤抖,chàn dǒu,6
昌盛,chāng shèng,6
偿还,cháng huán,6
尝试,cháng shì,6
场合,chǎng hé,6
场面,chǎng miàn,6
场所,chǎng suǒ,6
敞开,chǎng kāi,6
倡导,chàng dǎo,6
倡议,chàng yì,6
畅通,chàng tōng,6
畅销,chàng xiāo,6
超越,chāo yuè,6
钞票,chāo piào,6
嘲笑,cháo xiào,6
巢穴,cháo xué,6
朝代,cháo dài,6
潮流,cháo liú,6
撤退,chè tuì,6
撤销,chè xiāo,6
沉淀,chén diàn,6
沉闷,chén mèn,6
沉思,chén sī,6
沉重,chén zhòng,6
沉着,chén zhuó,6
陈旧,chén jiù,6
陈列,chén liè,6
陈述,chén shù,6
称心如意,chèn xīn rú yì,6
衬托,chèn tuō,6
称号,chēng hào,6
乘,chéng,6
呈现,chéng xiàn,6
城堡,chéng bǎo,6
惩罚,chéng fá,6
成本,chéng běn,6
成交,chéng jiāo,6
成天,chéng tiān,6
成效,chéng xiào,6
成心,chéng xīn,6
成员,chéng yuán,6
承办,chéng bàn,6
承包,chéng bāo,6
承诺,chéng nuò,6
橙,chéng,6
澄清,chéng qīng,6
盛,chéng,6
诚挚,chéng zhì,6
秤,chèng,6
吃苦,chī kǔ,6
吃力,chī lì,6
持久,chí jiǔ,6
迟钝,chí dùn,6
迟缓,chí huǎn,6
迟疑,chí yí,6
赤道,chì dào,6
赤字,chì zì,6
充当,chōng dāng,6
充沛,chōng pèi,6
充实,chōng shí,6
充足,chōng zú,6
冲动,chōng dòng,6
冲击,chōng jī,6
冲突,chōng tū,6
崇拜,chóng bài,6
崇高,chóng gāo,6
崇敬,chóng jìng,6
重叠,chóng dié,6
稠密,chóu mì,6
筹备,chóu bèi,6
丑恶,chǒu è,6
出路,chū lù,6
出卖,chū mài,6
出身,chū shēn,6
出神,chū shén,6
出息,chū xi,6
初步,chū bù,6
除,chú,6
储备,chǔ bèi,6
储存,chǔ cún,6
储蓄,chǔ xù,6
处分,chǔ fèn,6
处境,chǔ jìng,6
处置,chǔ zhì,6
触犯,chù fàn,6
川流不息,chuān liú bù xī,6
穿越,chuān yuè,6
传达,chuán dá,6
传单,chuán dān,6
传授,chuán shòu,6
船舶,chuán bó,6
喘气,chuǎn qì,6
串,chuàn,6
床单,chuáng dān,6
创立,chuàng lì,6
创新,chuàng xīn,6
创业,chuàng yè,6
创作,chuàng zuò,6
吹牛,chuī niú,6
吹捧,chuī pěng,6
炊烟,chuī yān,6
垂直,chuí zhí,6
锤,chuí,6
纯粹,chún cuì,6
纯洁,chún jié,6
慈善,cí shàn,6
慈祥,cí xiáng,6
磁带,cí dài,6
雌雄,cí xióng,6
伺候,cì hòu,6
刺,cì,6
次品,cì pǐn,6
次序,cì xù,6
丛,cóng,6
从容,cóng róng,6
凑合,còu he,6
粗鲁,cū lǔ,6
窜,cuàn,6
摧残,cuī cán,6
脆弱,cuì ruò,6
搓,cuō,6
磋商,cuō shāng,6
挫折,cuò zhé,6
搭,dā,6
搭档,dā dàng,6
搭配,dā pèi,6
答辩,dá biàn,6
答复,dá fù,6
达成,dá chéng,6
打包,dǎ bāo,6
打官司,dǎ guān si,6
打击,dǎ jī,6
打架,dǎ jià,6
打量,dǎ liang,6
打猎,dǎ liè,6
打仗,dǎ zhàng,6
大不了,dà bù liǎo,6
大臣,dà chén,6
大伙儿,dà huǒ r,6
大肆,dà sì,6
大体,dà tǐ,6
大意,dà yì,6
大致,dà zhì,6
歹徒,dǎi tú,6
代价,dài jià,6
代理,dài lǐ,6
带领,dài lǐng,6
怠慢,dài màn,6
逮捕,dài bǔ,6
担保,dān bǎo,6
胆怯,dǎn qiè,6
淡季,dàn jì,6
淡水,dàn shuǐ,6
蛋白质,dàn bái zhì,6
诞辰,dàn chén,6
诞生,dàn shēng,6
当场,dāng chǎng,6
当初,dāng chū,6
当代,dāng dài,6
当面,dāng miàn,6
当前,dāng qián,6
当事人,dāng shì rén,6
当务之急,dāng wù zhī jí,6
当选,dāng xuǎn,6
党,dǎng,6
档案,dàng àn,6
档次,dàng cì,6
倒闭,dǎo bì,6
导弹,dǎo dàn,6
导航,dǎo háng,6
导向,dǎo xiàng,6
捣乱,dǎo luàn,6
盗窃,dào qiè,6
稻谷,dào gǔ,6
得不偿失,dé bù cháng shī,6
得力,dé lì,6
得天独厚,dé tiān dú hòu,6
得罪,dé zuì,6
灯笼,dēng lóng,6
登录,dēng lù,6
登陆,dēng lù,6
蹬,dēng,6
等候,děng hòu,6
等级,děng jí,6
瞪,dèng,6
堤坝,dī bà,6
敌视,dí shì,6
抵达,dǐ dá,6
抵抗,dǐ kàng,6
抵制,dǐ zhì,6
地步,dì bù,6
地势,dì shì,6
地质,dì zhì,6
递增,dì zēng,6
颠簸,diān bǒ,6
颠倒,diān dǎo,6
典礼,diǎn lǐ,6
典型,diǎn xíng,6
点缀,diǎn zhuì,6
垫,diàn,6
奠定,diàn dìng,6
惦记,diàn jì,6
电源,diàn yuán,6
叼,diāo,6
雕刻,diāo kè,6
雕塑,diāo sù,6
吊,diào,6
调动,diào dòng,6
跌,diē,6
丁,dīng,6
叮嘱,dīng zhǔ,6
盯,dīng,6
定期,dìng qī,6
定义,dìng yì,6
丢人,diū rén,6
丢三落四,diū sān là sì,6
东道主,dōng dào zhǔ,6
东张西望,dōng zhāng xī wàng,6
董事长,dǒng shì zhǎng,6
冻结,dòng jié,6
动荡,dòng dàng,6
动机,dòng jī,6
动静,dòng jìng,6
动力,dòng lì,6
动脉,dòng mài,6
动身,dòng shēn,6
动手,dòng shǒu,6
动态,dòng tài,6
动员,dòng yuán,6
栋,dòng,6
兜,dōu,6
陡峭,dǒu qiào,6
斗争,dòu zhēng,6
督促,dū cù,6
毒品,dú pǐn,6
独裁,dú cái,6
堵塞,dǔ sè,6
赌博,dǔ bó,6
杜绝,dù jué,6
端,duān,6
端午节,duān wǔ jié,6
端正,duān zhèng,6
短促,duǎn cù,6
断定,duàn dìng,6
断绝,duàn jué,6
堆积,duī jī,6
兑现,duì xiàn,6
对策,duì cè,6
对称,duì chèn,6
对付,duì fu,6
对抗,duì kàng,6
对立,duì lì,6
对联,duì lián,6
对应,duì yìng,6
对照,duì zhào,6
队伍,duì wu,6
顿时,dùn shí,6
哆嗦,duō suo,6
多元化,duō yuán huà,6
堕落,duò luò,6
额外,é wài,6
恶心,ě xin,6
恶化,è huà,6
遏制,è zhì,6
恩怨,ēn yuàn,6
而已,ér yǐ,6
二氧化碳,èr yǎng huà tàn,6
发布,fā bù,6
发财,fā cái,6
发呆,fā dāi,6
发动,fā dòng,6
发觉,fā jué,6
发射,fā shè,6
发誓,fā shì,6
发行,fā xíng,6
发炎,fā yán,6
发扬,fā yáng,6
发育,fā yù,6
法人,fǎ rén,6
番,fān,6
凡是,fán shì,6
繁华,fán huá,6
繁忙,fán máng,6
繁体字,fán tǐ zì,6
繁殖,fán zhí,6
反驳,fǎn bó,6
反常,fǎn cháng,6
反感,fǎn gǎn,6
反抗,fǎn kàng,6
反馈,fǎn kuì,6
反面,fǎn miàn,6
反射,fǎn shè,6
反思,fǎn sī,6
反问,fǎn wèn,6
反之,fǎn zhī,6
泛滥,fàn làn,6
范畴,fàn chóu,6
贩卖,fàn mài,6
方位,fāng wèi,6
方言,fāng yán,6
方圆,fāng yuán,6
方针,fāng zhēn,6
防守,fáng shǒu,6
防御,fáng yù,6
防止,fáng zhǐ,6
防治,fáng zhì,6
纺织,fǎng zhī,6
访问,fǎng wèn,6
放大,fàng dà,6
放射,fàng shè,6
非法,fēi fǎ,6
飞禽走兽,fēi qín zǒu shòu,6
飞翔,fēi xiáng,6
飞跃,fēi yuè,6
肥沃,féi wò,6
诽谤,fěi bàng,6
废除,fèi chú,6
废寝忘食,fèi qǐn wàng shí,6
废墟,fèi xū,6
沸腾,fèi téng,6
肺,fèi,6
分辨,fēn biàn,6
分寸,fēn cun,6
分红,fēn hóng,6
分解,fēn jiě,6
分裂,fēn liè,6
分泌,fēn mì,6
分明,fēn míng,6
分歧,fēn qí,6
分散,fēn sàn,6
吩咐,fēn fù,6
坟墓,fén mù,6
粉末,fěn mò,6
粉色,fěn sè,6
粉碎,fěn suì,6
分量,fèn liàng,6
愤怒,fèn nù,6
丰满,fēng mǎn,6
丰盛,fēng shèng,6
丰收,fēng shōu,6
封闭,fēng bì,6
封建,fēng jiàn,6
封锁,fēng suǒ,6
锋利,fēng lì,6
风暴,fēng bào,6
风度,fēng dù,6
风光,fēng guāng,6
风气,fēng qì,6
风趣,fēng qù,6
风土人情,fēng tǔ rén qíng,6
风味,fēng wèi,6
逢,féng,6
奉献,fèng xiàn,6
否决,fǒu jué,6
夫妇,fū fù,6
夫人,fū ren,6
敷衍,fū yǎn,6
俘虏,fú lǔ,6
幅度,fú dù,6
服从,fú cóng,6
服气,fú qì,6
福利,fú lì,6
福气,fú qi,6
符号,fú hào,6
辐射,fú shè,6
俯视,fǔ shì,6
抚摸,fǔ mō,6
抚养,fǔ yǎng,6
腐败,fǔ bài,6
腐烂,fǔ làn,6
腐蚀,fǔ shí,6
腐朽,fǔ xiǔ,6
辅助,fǔ zhù,6
副,fù,6
复活,fù huó,6
复兴,fù xīng,6
富裕,fù yù,6
腹泻,fù xiè,6
覆盖,fù gài,6
负担,fù dān,6
赋予,fù yǔ,6
附和,fù hè,6
附件,fù jiàn,6
附属,fù shǔ,6
改良,gǎi liáng,6
盖章,gài zhāng,6
钙,gài,6
尴尬,gān gà,6
干旱,gān hàn,6
干扰,gān rǎo,6
干涉,gān shè,6
干预,gān yù,6
感慨,gǎn kǎi,6
感染,gǎn rǎn,6
干劲,gàn jìn,6
扛,gāng,6
纲领,gāng lǐng,6
岗位,gǎng wèi,6
港口,gǎng kǒu,6
港湾,gǎng wān,6
杠杆,gàng gǎn,6
高超,gāo chāo,6
高潮,gāo cháo,6
高峰,gāo fēng,6
高明,gāo míng,6
高尚,gāo shàng,6
高涨,gāo zhǎng,6
稿件,gǎo jiàn,6
告辞,gào cí,6
告诫,gào jiè,6
割,gē,6
搁,gē,6
歌颂,gē sòng,6
疙瘩,gē da,6
鸽子,gē zi,6
格局,gé jú,6
格式,gé shì,6
隔阂,gé hé,6
隔离,gé lí,6
革命,gé mìng,6
个体,gè tǐ,6
各抒己见,gè shū jǐ jiàn,6
根深蒂固,gēn shēn dì gù,6
根源,gēn yuán,6
跟前,gēn qián,6
跟随,gēn suí,6
跟踪,gēn zōng,6
更新,gēng xīn,6
更正,gēng zhèng,6
耕地,gēng dì,6
供不应求,gōng bù yìng qiú,6
供给,gōng jǐ,6
公安局,gōng ān jú,6
公道,gōng dào,6
公告,gōng gào,6
公关,gōng guān,6
公民,gōng mín,6
公然,gōng rán,6
公认,gōng rèn,6
公式,gōng shì,6
公务,gōng wù,6
公正,gōng zhèng,6
公证,gōng zhèng,6
功劳,gōng láo,6
功效,gōng xiào,6
宫殿,gōng diàn,6
工艺品,gōng yì pǐn,6
恭敬,gōng jìng,6
攻击,gōng jī,6
攻克,gōng kè,6
巩固,gǒng gù,6
共和国,gòng hé guó,6
共计,gòng jì,6
共鸣,gòng míng,6
勾结,gōu jié,6
钩子,gōu zi,6
构思,gòu sī,6
姑且,gū qiě,6
孤独,gū dú,6
孤立,gū lì,6
辜负,gū fù,6
古董,gǔ dǒng,6
古怪,gǔ guài,6
股东,gǔ dōng,6
股份,gǔ fèn,6
骨干,gǔ gàn,6
鼓动,gǔ dòng,6
固然,gù rán,6
固体,gù tǐ,6
固有,gù yǒu,6
固执,gù zhi,6
故乡,gù xiāng,6
故障,gù zhàng,6
雇佣,gù yōng,6
顾虑,gù lǜ,6
顾问,gù wèn,6
拐杖,guǎi zhàng,6
关怀,guān huái,6
关照,guān zhào,6
官方,guān fāng,6
观光,guān guāng,6
管辖,guǎn xiá,6
惯例,guàn lì,6
灌溉,guàn gài,6
罐,guàn,6
贯彻,guàn chè,6
光彩,guāng cǎi,6
光辉,guāng huī,6
光芒,guāng máng,6
光荣,guāng róng,6
广阔,guǎng kuò,6
归根到底,guī gēn dào dǐ,6
归还,guī huán,6
规范,guī fàn,6
规格,guī gé,6
规划,guī huà,6
规章,guī zhāng,6
轨道,guǐ dào,6
贵族,guì zú,6
跪,guì,6
棍棒,gùn bàng,6
国防,guó fáng,6
国务院,guó wù yuàn,6
果断,guǒ duàn,6
过度,guò dù,6
过渡,guò dù,6
过奖,guò jiǎng,6
过滤,guò lǜ,6
过失,guò shī,6
过问,guò wèn,6
过瘾,guò yǐn,6
过于,guò yú,6
嗨,hāi,6
海拔,hǎi bá,6
海滨,hǎi bīn,6
含糊,hán hu,6
含义,hán yì,6
寒暄,hán xuān,6
罕见,hǎn jiàn,6
捍卫,hàn wèi,6
航空,háng kōng,6
航天,háng tiān,6
航行,háng xíng,6
行列,háng liè,6
毫米,háo mǐ,6
毫无,háo wú,6
豪迈,háo mài,6
号召,hào zhào,6
耗费,hào fèi,6
呵,hē,6
合并,hé bìng,6
合成,hé chéng,6
合伙,hé huǒ,6
合算,hé suàn,6
和蔼,hé ǎi,6
和解,hé jiě,6
和睦,hé mù,6
和气,hé qi,6
和谐,hé xié,6
嘿,hēi,6
痕迹,hén jì,6
狠心,hěn xīn,6
恨不得,hèn bu dé,6
哼,hēng,6
横,héng,6
哄,hōng,6
烘,hōng,6
轰动,hōng dòng,6
宏观,hóng guān,6
宏伟,hóng wěi,6
洪水,hóng shuǐ,6
喉咙,hóu lóng,6
吼,hǒu,6
候选,hòu xuǎn,6
后代,hòu dài,6
后顾之忧,hòu gù zhī yōu,6
后勤,hòu qín,6
呼唤,hū huàn,6
呼啸,hū xiào,6
呼吁,hū yù,6
忽略,hū lüè,6
湖泊,hú pō,6
胡乱,hú luàn,6
胡须,hú xū,6
花瓣,huā bàn,6
花蕾,huā lěi,6
华丽,huá lì,6
华侨,huá qiáo,6
划分,huà fēn,6
化肥,huà féi,6
化石,huà shí,6
化验,huà yàn,6
化妆,huà zhuāng,6
画蛇添足,huà shé tiān zú,6
话筒,huà tǒng,6
欢乐,huān lè,6
环节,huán jié,6
还原,huán yuán,6
缓和,huǎn hé,6
患者,huàn zhě,6
荒凉,huāng liáng,6
荒谬,huāng miù,6
荒唐,huāng táng,6
皇帝,huáng dì,6
皇后,huáng hòu,6
黄昏,huáng hūn,6
恍然大悟,huǎng rán dà wù,6
晃,huǎng,6
挥霍,huī huò,6
辉煌,huī huáng,6
回报,huí bào,6
回避,huí bì,6
回顾,huí gù,6
回收,huí shōu,6
悔恨,huǐ hèn,6
毁灭,huǐ miè,6
会晤,huì wù,6
汇报,huì bào,6
贿赂,huì lù,6
昏迷,hūn mí,6
荤,hūn,6
浑身,hún shēn,6
混合,hùn hé,6
混乱,hùn luàn,6
混淆,hùn xiáo,6
混浊,hùn zhuó,6
活该,huó gāi,6
活力,huó lì,6
火箭,huǒ jiàn,6
火焰,huǒ yàn,6
火药,huǒ yào,6
货币,huò bì,6
基地,jī dì,6
基金,jī jīn,6
基因,jī yīn,6
机动,jī dòng,6
机构,jī gòu,6
机灵,jī ling,6
机密,jī mì,6
机械,jī xiè,6
机遇,jī yù,6
机智,jī zhì,6
激发,jī fā,6
激励,jī lì,6
激情,jī qíng,6
讥笑,jī xiào,6
饥饿,jī è,6
即便,jí biàn,6
即将,jí jiāng,6
及早,jí zǎo,6
吉祥,jí xiáng,6
嫉妒,jí dù,6
急功近利,jí gōng jìn lì,6
急剧,jí jù,6
急切,jí qiè,6
急于求成,jí yú qiú chéng,6
急躁,jí zào,6
极端,jí duān,6
极限,jí xiàn,6
疾病,jí bìng,6
籍贯,jí guàn,6
级别,jí bié,6
集团,jí tuán,6
给予,jǐ yǔ,6
季军,jì jūn,6
季度,jì dù,6
寂静,jì jìng,6
寄托,jì tuō,6
忌讳,jì huì,6
技巧,jì qiǎo,6
纪要,jì yào,6
继承,jì chéng,6
计较,jì jiào,6
记性,jì xing,6
记载,jì zǎi,6
迹象,jì xiàng,6
佳肴,jiā yáo,6
加工,jiā gōng,6
加剧,jiā jù,6
夹杂,jiā zá,6
家常,jiā cháng,6
家伙,jiā huo,6
家属,jiā shǔ,6
家喻户晓,jiā yù hù xiǎo,6
坚定,jiān dìng,6
坚固,jiān gù,6
坚韧,jiān rèn,6
坚实,jiān shí,6
坚硬,jiān yìng,6
尖端,jiān duān,6
尖锐,jiān ruì,6
煎,jiān,6
监督,jiān dū,6
监视,jiān shì,6
监狱,jiān yù,6
艰难,jiān nán,6
剪彩,jiǎn cǎi,6
拣,jiǎn,6
检讨,jiǎn tǎo,6
检验,jiǎn yàn,6
简化,jiǎn huà,6
简陋,jiǎn lòu,6
简体字,jiǎn tǐ zì,6
简要,jiǎn yào,6
健全,jiàn quán,6
剑,jiàn,6
溅,jiàn,6
舰艇,jiàn tǐng,6
见多识广,jiàn duō shí guǎng,6
见解,jiàn jiě,6
见闻,jiàn wén,6
见义勇为,jiàn yì yǒng wéi,6
践踏,jiàn tà,6
鉴别,jiàn bié,6
鉴定,jiàn dìng,6
鉴于,jiàn yú,6
间谍,jiàn dié,6
间隔,jiàn gé,6
间接,jiàn jiē,6
僵硬,jiāng yìng,6
将军,jiāng jūn,6
将近,jiāng jìn,6
将就,jiāng jiù,6
奖励,jiǎng lì,6
奖赏,jiǎng shǎng,6
桨,jiǎng,6
降临,jiàng lín,6
交叉,jiāo chā,6
交代,jiāo dài,6
交涉,jiāo shè,6
交易,jiāo yì,6
娇气,jiāo qì,6
焦点,jiāo diǎn,6
焦急,jiāo jí,6
侥幸,jiǎo xìng,6
搅拌,jiǎo bàn,6
缴纳,jiǎo nà,6
角落,jiǎo luò,6
教养,jiào yǎng,6
较量,jiào liàng,6
接连,jiē lián,6
揭露,jiē lù,6
皆,jiē,6
阶层,jiē céng,6
截止,jié zhǐ,6
截至,jié zhì,6
杰出,jié chū,6
竭尽全力,jié jìn quán lì,6
结晶,jié jīng,6
结局,jié jú,6
结算,jié suàn,6
节制,jié zhì,6
节奏,jié zòu,6
解除,jiě chú,6
解放,jiě fàng,6
解雇,jiě gù,6
解剖,jiě pōu,6
解散,jiě sàn,6
解体,jiě tǐ,6
借鉴,jiè jiàn,6
借助,jiè zhù,6
戒备,jiè bèi,6
界限,jiè xiàn,6
津津有味,jīn jīn yǒu wèi,6
金融,jīn róng,6
紧迫,jǐn pò,6
锦上添花,jǐn shàng tiān huā,6
晋升,jìn shēng,6
浸泡,jìn pào,6
近来,jìn lái,6
进而,jìn ér,6
进攻,jìn gōng,6
进化,jìn huà,6
进展,jìn zhǎn,6
兢兢业业,jīng jīng yè yè,6
惊动,jīng dòng,6
惊奇,jīng qí,6
惊讶,jīng yà,6
精打细算,jīng dǎ xì suàn,6
精华,jīng huá,6
精简,jīng jiǎn,6
精密,jīng mì,6
精确,jīng què,6
精通,jīng tōng,6
精心,jīng xīn,6
精益求精,jīng yì qiú jīng,6
精致,jīng zhì,6
经费,jīng fèi,6
经纬,jīng wěi,6
茎,jīng,6
井,jǐng,6
警告,jǐng gào,6
警惕,jǐng tì,6
颈椎,jǐng zhuī,6
境界,jìng jiè,6
敬礼,jìng lǐ,6
敬业,jìng yè,6
竞赛,jìng sài,6
竞选,jìng xuǎn,6
镜头,jìng tóu,6
纠纷,jiū fēn,6
纠正,jiū zhèng,6
酒精,jiǔ jīng,6
就近,jiù jìn,6
就业,jiù yè,6
就职,jiù zhí,6
救济,jiù jì,6
居民,jū mín,6
居住,jū zhù,6
拘留,jū liú,6
拘束,jū shù,6
鞠躬,jū gōng,6
局部,jú bù,6
局面,jú miàn,6
局势,jú shì,6
局限,jú xiàn,6
举动,jǔ dòng,6
举世瞩目,jǔ shì zhǔ mù,6
举足轻重,jǔ zú qīng zhòng,6
咀嚼,jǔ jué,6
沮丧,jǔ sàng,6
剧本,jù běn,6
剧烈,jù liè,6
据悉,jù xī,6
聚精会神,jù jīng huì shén,6
卷,juǎn,6
倔强,jué jiàng,6
决策,jué cè,6
绝望,jué wàng,6
觉悟,jué wù,6
觉醒,jué xǐng,6
军队,jūn duì,6
君子,jūn zǐ,6
卡通,kǎ tōng,6
开采,kāi cǎi,6
开除,kāi chú,6
开阔,kāi kuò,6
开朗,kāi lǎng,6
开明,kāi míng,6
开辟,kāi pì,6
开拓,kāi tuò,6
开展,kāi zhǎn,6
开支,kāi zhī,6
刊登,kān dēng,6
刊物,kān wù,6
勘探,kān tàn,6
侃侃而谈,kǎn kǎn ér tán,6
砍伐,kǎn fá,6
看待,kàn dài,6
慷慨,kāng kǎi,6
抗议,kàng yì,6
考察,kǎo chá,6
考古,kǎo gǔ,6
考核,kǎo hé,6
考验,kǎo yàn,6
靠拢,kào lǒng,6
磕,kē,6
科目,kē mù,6
可观,kě guān,6
可口,kě kǒu,6
可恶,kě wù,6
可行,kě xíng,6
渴望,kě wàng,6
克制,kè zhì,6
刻不容缓,kè bù róng huǎn,6
客户,kè hù,6
课题,kè tí,6
啃,kěn,6
恳切,kěn qiè,6
坑,kēng,6
空洞,kōng dòng,6
空前绝后,kōng qián jué hòu,6
空想,kōng xiǎng,6
空虚,kōng xū,6
孔,kǒng,6
恐怖,kǒng bù,6
恐吓,kǒng hè,6
恐惧,kǒng jù,6
空白,kòng bái,6
空隙,kòng xì,6
口气,kǒu qì,6
口腔,kǒu qiāng,6
口头,kǒu tóu,6
口音,kǒu yīn,6
扣,kòu,6
哭泣,kū qì,6
枯萎,kū wěi,6
枯燥,kū zào,6
苦尽甘来,kǔ jìn gān lái,6
苦涩,kǔ sè,6
挎,kuà,6
跨,kuà,6
